cid,fp_string
208902,11100000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110100010000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001101000000000010000000000000000000000000001111000000000000100000000000000000000000000000000110100000100111000011001100000000110001100100000011010000010110000000000010000000000100010000000001000100001010100100001000000000000000000100000100000000000001000000010000000000000000010001000100010000001000011100000100010001000000011000010011000100010100001001011000100011010100001100011100000100000101001001101011000010001100010001010100000000111100100001100000011110000000011101010000000000000000000110000000000000000000110000000000000000000010000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
214348,11000000011110110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000000000011101010000000000000000000001111000000000000010000000100000000000000000000000110000001100100000011001101100000000001100011101111010000110000010000001001000000000101010100000001000100110111100100110110000000000100100101000010000101011001001010010001010100000000111011000100000100001001001100110110011011000100010000010111010110010110000101001110110010011100001000111000100001000011011101100100000010011110010001101100110100111100110001101100100100011100111100000100000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
214350,11000000011110100011000111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000001011000000000010100000000000000000000000001111100000010000100000000000000000000000000000000110000001110100000011001100000110010001100101100011010000010110000000000010000000000100010000000001000100101010100100101000000000000100000100000100000000000001000010010011100000000000010001000100000000001000001100110111010001000000011000010011000110010110001011011011110011011100001000011000000101000011001001101010000010001110010001110100000000111101111101101100011100011100011101100000000100000000000000110000000000000000010100000000000000000100000000100000000000000110000000000000000010100000000000000000000000000000000000000000000000000000000000
216237,11100000011110110011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000010110000000000000000000000000000000000000010101000000000000000000000001111000000010000100000000100000000000000000000000110000011110111000011001100000100110001100101100000010000011110000000000001000000000100010000000001000100101010100100101000000000000100000100000000000000000001001010000011100000000000010001000100000000001000010000110111011001000000010000011011000110010110000011001011110010001100001000111000100001000011001101101011000000001110010001101100110000111101110001100100110100000100111101000100000000000010000000110000000000000000100100000000000000000000100000000000010000000110000000000000000100100000000000000000000000000000000000000000000000000000000000
216326,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000001011000000000010000000000000000000000000001111000000000000100000000000000000000000000000000110000101000110000011001100000000100001100001100000010000011110000000000000000000000100010000000001000100101010100100101000000000000100000100000000000000000001001000000001000000000000010001000100000000001100010000110010011001000000010000110000000110010100000001101010110110001100101000010000100001000011000001001011000100000100010001100100110000111000111001000101110000000100011101000000000000000000000000100000000000000000100100000000000000000000000000000000000000000100000000000000000100100000000000000000000000000000000000000000000000000000000000
216457,11110000011110110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000111100010110001011000100000000000000000000000000000000000000000101100010100000000000000000000000001111000000000000000000000100000000000000000000000110100111100111000011001100000000110001100000000100010000011000000000000011000000000100010000000001000100000110100100001100000000000100000100000000000000000001000000000000000000000000010001000100000000001000010000000010010001000000010100010000000110010100000001001000100010001100011010110000000001000011001001000011000000000100110001000100000000111011100111000000011000000000011101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000
219025,11110000011110110011100000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000001001000000000011111010000000000000000000001111000000100000100000100000000000000000000000000110000001100111000011001100000000110101100101100011011000011010000000000010001000010100010000000001010100100010100100100000001110000100000100000100000000000001001000010001000000000000010001000100000000001000011100110110011001000000011000010011000110110100011001011010110011011100001100011100101100000111001101111000000010001100010001110100110000111101111111101110111110001110111101010000001000000000000000100000000000000000010000000000000000000010000001000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000
219078,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000000000000000000000000000110000101000111000011001100000000110001100100000000010000010110000000000010000000000100010000000001000100001010100100001000000000000100000100000000000000000001000000000000000000000000010001000100010000001100010000000010010001000000010100110000000100110100000001001000100110001100101010010000000001000011000101011011000000000100110001000100000000111000100001000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
219520,10000000011000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001101000000010000000000000000000000000000000000000100000000111101000001001000001000010001100000000010010000000000000000000010001000000100010000000000010101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000101111001000010011000010011000110010100001010011010100011010100000100001100100100000101001001100000000010001000010001010100110000110100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
221493,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001110100011110100100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
237332,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001101000000000000000000000100000000000000000000000100000000100101000001001000000000010001100000000010010000000000000000000011001000000100010000000000010101000010100101000000000000010000000100000100000000000001001000010000000000000000010001000100000000001010001100000100011001000000011010011011000110010100001000011010100011110100000100101100100100000101001001100000000010001000010111011100110000111100010000110111000000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
270885,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000100000000000111000011000000000000110000000100000100000000011000000000000010000000000100010000000000000000001100101100101100000000000000000000000100000000000000000000000001000000000000010000000000000000001000010000000000000000000000000000000000000010000000000001000000000000000000001000000000000000000000000000000011000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
374707,11100000011110111011000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000110000010000000000000000000000000000000000000000000000000000000101100011111110000000000000000000001110000000000000101000000100000000000000000000000110000001000110000010001111000000100001100101100000011110011110110000101000000000000101000010000001100100100011000100100011100000000100000101000000000100000001000010000001000100000001010001001100010100000001010000110010010011010000010000010000011100010110000001101000111010001100001000010010000001000011000001001000000000000110010001100100000000111000100001000000011000000000011100000100000000000000000100000000000000100000000100000000000000000000100000000000000000100000000000000100000000100000000000000000000000000000000000000000000000000000000000
406563,11100000011110111011100110000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000110000011000001000000000000000000000000000000000000000000000000000000011101010000000000000000000001111100000110000100000000100000000000000000000000110000001110110000011101111000110100001111111100011110010010110010000001010010000010101010000000001100110101011101110101010001110000110000101000100001100000001101110010011100100000000010001101100010111001101111100110111011011000100011000110011001110010110001011011011110111011100101100011100100101000111011101101011000011011110010001110100110100111101110101100100000000000000011100001000001000000010000000100000000000000000000010000000000000000001000001000000010000000100000000000000000000010000000000000000000000000000000000000000000000000000000000
439195,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000000000100100000000000000000001010000000000000000000001110000000000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
441074,11100000011110110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000101100010110001011000100000000000000000000000000000000000000000101100011111000000000000000000000001111000000000000000000000100000000000000000000000110100111100111000011001111000000110001111101100011011110011000010000001011000000000101000000000001100110100011001110100010000000000100000101000100000100000001100010010001000100000000010001101100000100000001111100110110010011000000011100011011011100010110001001011000110011011100001000111000000101000011001001100000000010001110110001111100000000111101100001110000011111100000011101000000001000000000000010000000000000000000000100000000000000000000000001000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000
441300,11100000011100111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000101100010000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000000000000000000000110100101000111000011001011100000110000001011111000010111111110011000001001000000000101000000000000100100110011000110110010000000000100000001000000000101101001100010001000010100000000010010101100010100000001010000101010000011000100000000101100000000010010000001100100101000000000101000100010000001000000011001101000000000010110010000000000000100010101000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
441308,11110000011111110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111000000000000100000000100000000000000000000000110000111100111000011001100000000110001100100000111010000010110000000000011000000000100010000000001000100000110100100000100000000010000000100000100000000000001000000010000000000000000010001000100010000001010011100000100010001000000011110011011000110110100001000011000100011010100001100111100000100000101001111111000000010001100110111010100000000111110000111100000010100000000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
441358,11100000011110100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000011000000000000000000000000000000000000000010100000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100100000000010000010110000000000000000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000000000000000000000010001000100010000000000010000000000010001000000010000010000000100010100000000001000100010000100001000010000000000000001000001001000000000000000010001000100000000111000000001000000011000000000011101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000
441374,11110000011110111011110000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111100011000000000000111000000000000100000000000010000000000011010000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100110001000000000010000000001100000000000000001000110100000000000000000001110001000000000000000001110000000000000001111100000111000000001101000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000101000000100000000000101000000000000000000000000000000000000000000000000000000
441476,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000100010001000000010110000000000000000000000100000000100100000000000000000001010010000000000000000001110000000000000001110010100110110000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
443314,11110000011110000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000011000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010001000000010010000000000000000000000000000000100000000000000000000001010000000000000000000000110000000000000001110010001110100010101100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
443872,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000110100010000000000000000000000000001100000110000010000000000000000000010010000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000000000000000000000000000111101010100101000001000000000000010000000100000100000000000000000000000010000000000100010000000001010100000110100100000100000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000000000000000010010000000000000000100000000000000100000000000000000000001001100000000000000000010000000000100000011110010101110110011111100110011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000110000000000000000000110000000000000000000
443953,11110000011111100011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000110101111100111100011000000000000111000000100000100000000011000000000000011000000000000010000000000010000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000100110001000000010110000000001000000000000000001001110100000000000000000001110010000000000000000101110000000000000001110010111110110011111100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
444030,11100000011110110011000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001100000110000011000000000000000000000000000000000000000000000001001000000000010101000000000000000000000001111000000000000100000000000000000000000000000000111100000100111000011001100000000110001100000000011010000011010000000000010000000000100010000000001000100001010100100001000000000000000000100000100000000000001000000010000000000000000010001000100000000001000011100000100010001000000011000010011000110010100001001011010100011011100001100011100000100000101001001100000000010001100010001010100000000111100111001100100111110000100011111010000000000000000000100000000000000000000010000000000000000000010000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000
444041,11110000011111000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100010010001001000100100000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000001000100100000000000000000001010000000000000000000001110000000000000001110000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
444972,10000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
445639,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
445643,11110000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000110100111100111000011000000000000110000000100000100000000011000000000000011000000000100010000000001010100001110100100001100000000010000000000000000000000000001000000000000000000000000010000000100000000001110010000000000000001000000100110001010000010110000000001010000100100100000001110101000000000000000001111010011000000000100111110010000000000011110110001110110011110100110011100000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000
445709,10000000000000000011000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
446987,10000000010000000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001000000000000000100000100000000000000000100000010100101010001000000000000010000000100000000000000000000000000000010000010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
447043,11110000011111110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000110101111100111100011000000000000111000000100000100000000011000000000000011000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000100110001000000010110000000001000000000000000001001100100000000000000000001110010000000000000100101110000000000000001111110001111110011111110110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
447715,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001110100011110100100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
449193,11000000011110110011000110000000000001100000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001111100000010000100000000000000000000000000000000110100001110111000011001101000110110001111001100011010010010110010000001010000000000101010000000001000110101011101110101010000000000100000101000100000100000001101010010010100100000000010001101100000100001001011101100111011011000000011010010011001110010110001011111011111011011110001100011110100101010111001001100010000010001110010101110100110000111101110101101110000010010110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000
456199,11000000011100110011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000001011000000000011100000000000000000000000001111100000000000001000000000000000000000000000000110000010100111000011001101000010110001111011011011010010111000111000101010000000000101000010000001000110010011001110110011100000000000000101000100000101101001100010011001010100000001010011100100000000000000111100011100010001010100011110110111000100010100001000011100100011010100111110011000000100000001011101100000010010011100110101010100000100111100000001110000000101100000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
464205,11000000011100111011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000001000000100000000100000100000000000000000100000011100111000011001011100000110000001111111000010111111010011000001010000010000101000000100000100000110011000010110010010000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000100100100000000000010000000100100001000000000101010000010000001000000010000000000000000010110100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
493570,11100000011110111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000010000000000000000000000000000000000000000000000000000000100000010000000000000000000000000001111000000000000100000000100000000000000000000000110000011100111000011001100000000110001100111100000010000011110000000000001000000000101010000000001100100111011100100111010000000000100000100000000000000001001000010000001000000000000000011000100000000001001010000111010010001000100010110111000000101010110000001101100110010001100101000110000000001000011001111000010100100010110110011100100000000111111100001001000010000010000011101000100000000000000000000100000000000000000100000000000000100000000100000000000000000000100000000000000000100000000000000100000000000000000000000000000000000000000000000
516875,00000000000000000011100000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
516892,00000000000000000011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
516893,00000000000000000011000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
516919,00000000000000000011100000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
517044,00000000010000000011000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000100000001000000000000000000000100000100000000000000000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
517055,10000000011000000011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000000000000000000000000000110000000000100000001001100000000000001100000000100010000000000000000000000000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000100011001000000010000010011000110010100000000001010100010000100000000011000100000000001001001100000000000001000010001000100110000111100010001100100000100000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
518696,00000000000000000011000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
637511,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001000000000000000000000000010001000100000000000000000000000000011001000000010000010000000100010100000000001000100010000100000000010000000000000001000001000000000000000000010001000100110000111000000001000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
637568,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000100000000000100000001000000000000010000000100000100000000000000000000000010000000000100010000000000000100000110100100000100000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000001000000000000000000010000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
