cid,fp_string
6106,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110100101000110000011000000000000100000000100000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000100010000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6112,11000000011100000011000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000100000000000000100000000000000000000000100000000000100001001100000000000000100000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6116,10000000011000000011100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000100000001000000000000000000000100000100000000000000000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6134,11100000011100000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000001000100100000000000000000001010000000000000000000001110000000000000001110000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6144,11000000011100110011110000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000110000011000000000000100000000000000100000000011000000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000100100000000000000000000000000000000100000000100000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6196,11100000011110110011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010110000000000101100010110000000000000000000000001100000000000000000000000000000000010110000000000000000000000000000000000000011100000000000000000000000001111000000100000101000000100000000000000000000000110000101100110001011101111000000100101100101000110010010011110100000000001000001000101010010000001110100101111100100101101000000000100000100000000000000000011001000010000000010000001010001001100010100001101011000100110011011010000010100110011010111110101010001101000110110011100101000111000111001000011001101011011000011000101110001100100101000111100110001100100011100000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6224,10000000011000000011100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010000000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000000110010110010011000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6249,11100000011110110011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010110000000000101100000000000000000000000000000001100000000000000000000000000000000010110000000000000000000000000000000000000010000000000000000000000000001111000000100000100000000100000000000000000000000110000101000110001011101100000000100101100100000100010000011110000000000001000001000100010000000001000100001110100100001100000000000100000100000000000000000011000000000000000010000000010001000100010000001100010000000010010001000000010100110000000111010101000001001010100110001100101000110000000000000011001001001011000000000101110001000100000000111000110001000100010000000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6251,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000010000000000000000000000000000000000100000000000000000001010000000000000000000000010000000000000001110000000110000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6253,11000000011100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000010000000000000011010000000000011000000000101010000000000000100010011001100111010000000000100000000000000000000001000000000000001000000000000010000000000000000000000110000000000000010000100000110001000000000010000000001000000000000000000011100100000000000000000001110001011000000010000100110000000000000000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6255,11100000011100000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000001000100100000000000000000001010000000000000000000001110000000000000001110000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6344,00000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6354,10000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6375,00000000000000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000001000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000100000100000000000000000000010000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6506,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100101000001000000000000010000000100000100000000000000000000000011000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010000000000010110000000000000000000000000000000100100000000000000000001010010000000000000000000110000000000000000110010110010011000001000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6581,10000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6587,10000000010000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000001000000000000000000000000000000000000000000110000010000000000000100000000100000000000000000000100000100000000000000000000010000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6635,11000000011100000011000000000000010001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000110000000000000000000000000000000000000100000000110100000001101000000100000001100000000011110000000000000000000000000000010100000000000000000100000010000100000000001110000010000100000000001000000001000000010010100000000000010001000100000011000000001100000101010001000000010000010011000100010100000010001001100010010100000000011000000000000001001001100000000010001000010001000100000000111100000000100000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6658,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000110000000000100000001000000000000010000000100000100000000000000000000000010000000000100010000000001000000000110100100000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000010000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6731,11000000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001111000110000010000000000000000000000000000000000000000000000001100000101100011111010000000000000000000001111000000000000000000000000000000000000000000000110100001100100000011001111000000000001100001100000011110010000010000001000000000000101010000000001110100100011100100100010000000000100000101000000000100000001001010000001000100000000010001001100000100001001100000110010011011000000010000010000011111010110010001001010110010001100001000010000100001000011000001000000000000000110010001100100110000111000110011000100011000000100011101000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000100100000000000000000100000000000000000000100000000000000000000
6781,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100100000100010000000000000000000010000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000100011001000000010000010011000110010100000000011010100011000100000100011000100000000001001001100000000000001000010001010100110000111110010111100100010100000100011101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000
6912,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000010000000000000000000000000000000000100000000000000000001010000000000000000000000010000000000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6917,11000000011000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000100000000000110000011000000000000100000000000000000000000011000000000000000000000000100010000000000000000001000101100101000000000000000000000000000000000000000000000000001000000000000010000000000000000001000010000000000000000000000000000000000000010000000000001000000000000000000001000000000000000000000000000000011000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6932,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000111000000100100000001001100000000010001100100000011010000000000000000000011000000000100000000000001000100000010000100000000000000000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100010001000000011000010011000100010100001100011000100011010100000000111000000100000001001001100000000010001000010001011100000000111110000001100000011110000000011111000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000
6989,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110100000100100000001001100000000000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001100000011110000000011101100000000000000000000010000000000000000000010000000000000000000100000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000
7175,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100101000001001100000000010001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000010000000000000000010001000100000000001000001100000100011001000000010000010011000110010100000100011010100011010100000100111000100000000001001001100000000010001000010001011100110000111100010001110110000101100110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7439,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000110100000100100000001000000000000000000000100000000000000000000000000000000000000000100010000000001010100000010100100000000000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000000000000000010010000000000000000100000000000000000000000000000000000000001000000000000000000010000000000110000011000010001000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7456,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000010001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000010000000000000000010001000100000000001000001100000100011001000000010000010011000110010100000100011010100011010100000000111000100000000001001001100000000010001000010001011100110000111100010001110110000101100110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7628,00000010000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7903,10000000010000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000001000000000000000000000000000000100000000000110000010000000000000100000000100000000000000000000100000100000000000000000000010000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7904,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000010000000100000100000000000000000000000010000000000100010000000000000000000100100100000100000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7923,00000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000010000000000100010000000000000100000110100100000100000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000001000000000000000000010000000000000000000010000000000000000000100001000000000000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7986,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000100000000000101000001000000000000010000000100000100000000000000000000000010000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8146,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000000000000000101000001000000000000010000000100000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8314,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110100000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8434,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100101000001001100000000010001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000010000000000000000010001000100000000001000001100000100011001000000010000010011000110010100000100011010100011010100000100111000100000000001001001100000000010001000010001011100110000111100010001110110000101100110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8456,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000111000000100100000001001100000000010001100100000011010000000000000000000011000000000100000000000001000100000010000100000000000000000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100010001000000011000010011000100010100001100011000100011010100000000111000000100000001001001100000000010001000010001011100000000111110000001100000011110000000011111000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000
8567,11100000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000100000000000000010110000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000110001000000000010000000001000000000000000000001000100000000000000000001110001000000000000000100010000000000000001111100000111000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8578,11000000011110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000110000010101010000000000000000000001110000000000000110000000000000000000000000000000110000001000100000010001100000000000001100101100000011000000010000000000000000000000100000100000001000100100010000100100000000000000100000100000000000000000001000000000001000000000000010001000100000000000000000000111010010001000000010000110000000100010100000001001000110010001100000000010000000000000011000001001000000000000000010001100100000000111000100001000000010000000000011101000100000000000000000000100000000000000000100100000000000100000000100000000000000000000100000000000000000100100000000000100000000000000000000000000000000000000000000000
8753,11110000011110100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000000000000000000000000000000000000110000000000110000010001100000000100001100100000000010000011000000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100000000000000010000000010010001000000010000010000000100010100000001001000100010001100001000010000000001000011000001000000000000000100010001000100000000111000100001000000010000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8857,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000010000000100000100000000000000000000000010000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9280,11100000011100100011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000000000000000000000000000110100101000110000011001100000000110001100100000100010000010110000000000010000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000000000000000000000010001000100010000001000010000000000010001000000010000010000000111010100000001001010100010001100001000010000000000000001001101101000000000001100010001000100000000111100110001100100011100000100011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9290,11100000011100000011110000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000001110010100110110000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9351,11000000011100111000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000101100011111000000000000000000000001110000000000000110000000000000000000000000000000110000000000110000010001101000000100001111011011000011010000011000100000000000000000101000100000001000110010011001110110000000000000100100100000010000000010001000001000000000000010000111001011100000100000001000000100010010011000000010000010000010100010100000001001000110010001100000001010000000000000011100001000100000000000000010001100100000000111000100001000000010000000000011101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000
9433,11100000011110111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010110000000000000000000000001011000101100000000000000000000000000000000000000000000000000001011000000000011110000000000000000000000001111000000000000100000000000000000000000000000000100000001000110000011001011000000100000001111011000000010111110010011001000000000000101010000000000100000111011100010111010000000000100000001000000000101101100101110001000010100000000000010101000110000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010001000000010000001011100100010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9444,11000000011100111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000010000000000000011010000000000011000000000001010000000000000000000000000010011010000000000000000000000000000000001000000000000000000000000000000010000000000000000000010000000000000000000100000110001000000000010000000001000100000000000000011100100000000000000000001110000011000000010000100110000000000000000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
